projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.3,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,885
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,18.9,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,843
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,18.9,7.85,207.0,500.0,1305.0,0.3,1690.0,11.0939,0.1175,30,853
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,16.0,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,743
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.2,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,817
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.1,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,860
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,18.9,7.85,207.0,498.0,1305.0,0.3,1690.0,11.0939,0.1175,30,869
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,15.9,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,759
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.1,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,860
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.2,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,829
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.2,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,837
145MMB32,AP,12.4206,41.1,7.85,595,HHA Class 1,19.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,850
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.6,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,712
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.0,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,736
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,721
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.6,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,690
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,24.9,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,884
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.7,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,901
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.6,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,867
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.7,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,724
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,731
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.7,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,709
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,743
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,694
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,766
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,766
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,517.0,1305.0,0.3,1690.0,11.0939,0.1175,30,737
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.2,7.85,207.0,498.0,1305.0,0.3,1690.0,11.0939,0.1175,30,874
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.7,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,734
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,728
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.7,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,738
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,730
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.0,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,712
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,738
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,506.0,1305.0,0.3,1690.0,11.0939,0.1175,30,732
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,716
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,507.0,1305.0,0.3,1690.0,11.0939,0.1175,30,741
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.3,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,713
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.2,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,727
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.2,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,856
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.7,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,705
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.3,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,734
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.3,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,737
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,772
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.3,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,733
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.4,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,742
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.3,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,696
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.0,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,725
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.2,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,712
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.2,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,771
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,524.0,1305.0,0.3,1690.0,11.0939,0.1175,30,755
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,524.0,1305.0,0.3,1690.0,11.0939,0.1175,30,732
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.3,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,762
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.2,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,746
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,740
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.0,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,778
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.3,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,785
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.2,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,749
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.1,7.85,207.0,510.0,1305.0,0.3,1690.0,11.0939,0.1175,30,751
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,733
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,719
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.3,7.85,207.0,506.0,1305.0,0.3,1690.0,11.0939,0.1175,30,897
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,792
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,798
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.4,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,742
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,522.0,1305.0,0.3,1690.0,11.0939,0.1175,30,772
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,522.0,1305.0,0.3,1690.0,11.0939,0.1175,30,786
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.8,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,942
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.7,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,722
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,24.8,7.85,207.0,522.0,1305.0,0.3,1690.0,11.0939,0.1175,30,850
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,750
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.4,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,846
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.2,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,742
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.2,7.85,207.0,486.0,1305.0,0.3,1690.0,11.0939,0.1175,30,762
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.7,7.85,207.0,477.0,1305.0,0.3,1690.0,11.0939,0.1175,30,888
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.6,7.85,207.0,502.0,1305.0,0.3,1690.0,11.0939,0.1175,30,819
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.5,7.85,207.0,534.0,1305.0,0.3,1690.0,11.0939,0.1175,30,843
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.5,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,725
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,727
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.7,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,696
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.4,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,781
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.5,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,772
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,26.0,7.85,207.0,534.0,1305.0,0.3,1690.0,11.0939,0.1175,30,854
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.8,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,682
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.5,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,803
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.5,7.85,207.0,512.0,1305.0,0.3,1690.0,11.0939,0.1175,30,802
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,19.9,7.85,207.0,484.0,1305.0,0.3,1690.0,11.0939,0.1175,30,724
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.4,7.85,207.0,495.0,1305.0,0.3,1690.0,11.0939,0.1175,30,864
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,22.4,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,809
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.5,7.85,207.0,534.0,1305.0,0.3,1690.0,11.0939,0.1175,30,882
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.6,7.85,207.0,514.0,1305.0,0.3,1690.0,11.0939,0.1175,30,876
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,20.0,7.85,207.0,494.0,1305.0,0.3,1690.0,11.0939,0.1175,30,753
145MMBS41,AP,10.922,37.9,14.85,730,HHA Class 1,25.5,7.85,207.0,504.0,1305.0,0.3,1690.0,11.0939,0.1175,30,862
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,12.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,391
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,25.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,597
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,756
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,882
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,38.8,2.7,68.3,105.0,276.0,0.33,310.0,17.0,0.0712,0,754
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,51.2,2.7,68.3,112.0,276.0,0.33,310.0,17.0,0.0712,0,850
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,26.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,717
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,26.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,703
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,747
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,746
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,749
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,750
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.1,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,746
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.2,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,752
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,757
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,32.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,757
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,36.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,725
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,36.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,747
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.0,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,741
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,742
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,736
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,728
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,734
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.3,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,719
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,714
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,726
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,739
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,728
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,735
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,722
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,730
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.4,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,742
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,734
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,735
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,743
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,736
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.5,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,721
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,734
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,732
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,737
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,731
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,733
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.6,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,725
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,725
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,728
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,730
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,735
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,741
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,719
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,731
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,732
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,734
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,736
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,740
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,715
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,739
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,744
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,753
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.7,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,745
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,722
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,730
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,736
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,741
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,746
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,731
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,733
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,739
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,718
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,732
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,740
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.8,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,747
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,728
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,729
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,732
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,733
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,737
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,748
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,752
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,730
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,738
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,746
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,747
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,749
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,37.9,2.7,68.3,107.0,276.0,0.33,310.0,17.0,0.0712,0,753
